loss,output_1_loss,output_2_loss,output_1_mse,output_2_mse,val_loss,val_output_1_loss,val_output_2_loss,val_output_1_mse,val_output_2_mse
0.11070166528224945,0.02710326574742794,0.08359842747449875,0.02710326574742794,0.08359842747449875,0.34807443618774414,0.06080060079693794,0.2872737646102905,0.06080060079693794,0.2872737646102905
0.04980216547846794,0.014260277152061462,0.035541899502277374,0.014260277152061462,0.035541899502277374,0.30112749338150024,0.05737632140517235,0.2437511384487152,0.05737632140517235,0.2437511384487152
0.03902877867221832,0.0129542862996459,0.026074502617120743,0.0129542862996459,0.026074502617120743,0.2808442711830139,0.039453160017728806,0.24139106273651123,0.039453160017728806,0.24139106273651123
0.03323548659682274,0.01152501255273819,0.021710483357310295,0.01152501255273819,0.021710483357310295,0.2697368860244751,0.041280146688222885,0.22845672070980072,0.041280146688222885,0.22845672070980072
0.03036513924598694,0.01130604837089777,0.019059106707572937,0.01130604837089777,0.019059106707572937,0.22058889269828796,0.030301867052912712,0.1902870386838913,0.030301867052912712,0.1902870386838913
0.028092006221413612,0.010877396911382675,0.017214609310030937,0.010877396911382675,0.017214609310030937,0.220340296626091,0.03436344116926193,0.18597690761089325,0.03436344116926193,0.18597690761089325
0.02720235474407673,0.010415145196020603,0.016787217929959297,0.010415145196020603,0.016787217929959297,0.20214509963989258,0.019805939868092537,0.18233922123908997,0.019805939868092537,0.18233922123908997
0.025005441159009933,0.00985307339578867,0.015152370557188988,0.00985307339578867,0.015152370557188988,0.14749540388584137,0.02190648950636387,0.12558890879154205,0.02190648950636387,0.12558890879154205
0.02306470461189747,0.009219804778695107,0.01384490355849266,0.009219804778695107,0.01384490355849266,0.14179998636245728,0.024108069017529488,0.11769193410873413,0.024108069017529488,0.11769193410873413
0.02269456349313259,0.009146835654973984,0.013547745533287525,0.009146835654973984,0.013547745533287525,0.1342942714691162,0.03163276985287666,0.10266149044036865,0.03163276985287666,0.10266149044036865
0.02149032987654209,0.008678107522428036,0.012812220491468906,0.008678107522428036,0.012812220491468906,0.1412295252084732,0.028083140030503273,0.11314637959003448,0.028083140030503273,0.11314637959003448
0.020251603797078133,0.008585522882640362,0.011666074395179749,0.008585522882640362,0.011666074395179749,0.088548444211483,0.018370280042290688,0.07017816603183746,0.018370280042290688,0.07017816603183746
0.019936367869377136,0.008042247965931892,0.011894122697412968,0.008042247965931892,0.011894122697412968,0.07588198035955429,0.012730195187032223,0.0631517693400383,0.012730195187032223,0.0631517693400383
0.019667597487568855,0.008114556781947613,0.011553044430911541,0.008114556781947613,0.011553044430911541,0.06874499469995499,0.01440051943063736,0.054344478994607925,0.01440051943063736,0.054344478994607925
0.01897786557674408,0.007543407846242189,0.01143445260822773,0.007543407846242189,0.01143445260822773,0.04495357349514961,0.009842757135629654,0.03511083126068115,0.009842757135629654,0.03511083126068115
0.018586521968245506,0.0073039173148572445,0.011282610706984997,0.0073039173148572445,0.011282610706984997,0.03626072779297829,0.010108353570103645,0.02615237608551979,0.010108353570103645,0.02615237608551979
0.017648832872509956,0.007219839841127396,0.010428990237414837,0.007219839841127396,0.010428990237414837,0.05387168750166893,0.01812923699617386,0.03574246168136597,0.01812923699617386,0.03574246168136597
0.017282351851463318,0.007149402983486652,0.010132944211363792,0.007149402983486652,0.010132944211363792,0.030772069469094276,0.007108580321073532,0.023663487285375595,0.007108580321073532,0.023663487285375595
0.016195153817534447,0.006630647927522659,0.009564502164721489,0.006630647927522659,0.009564502164721489,0.01839456520974636,0.006300219800323248,0.012094343081116676,0.006300219800323248,0.012094343081116676
0.01612837240099907,0.006437553092837334,0.009690814651548862,0.006437553092837334,0.009690814651548862,0.019421469420194626,0.007765140384435654,0.01165633462369442,0.007765140384435654,0.01165633462369442
0.015916235744953156,0.006427050568163395,0.009489178657531738,0.006427050568163395,0.009489178657531738,0.019620072096586227,0.0065578254871070385,0.01306225173175335,0.0065578254871070385,0.01306225173175335
0.015053427778184414,0.006084849592298269,0.008968567475676537,0.006084849592298269,0.008968567475676537,0.019125452265143394,0.006020955741405487,0.013104498386383057,0.006020955741405487,0.013104498386383057
0.014526681043207645,0.00584968738257885,0.008676995523273945,0.00584968738257885,0.008676995523273945,0.016567358747124672,0.0063144550658762455,0.010252906940877438,0.0063144550658762455,0.010252906940877438
0.014428816735744476,0.005611696746200323,0.008817124180495739,0.005611696746200323,0.008817124180495739,0.024686068296432495,0.008614220656454563,0.016071848571300507,0.008614220656454563,0.016071848571300507
0.014338629320263863,0.00584454694762826,0.008494076319038868,0.00584454694762826,0.008494076319038868,0.03194395825266838,0.009451042860746384,0.0224929116666317,0.009451042860746384,0.0224929116666317
0.013040143065154552,0.0052112797275185585,0.007828858681023121,0.0052112797275185585,0.007828858681023121,0.03572288155555725,0.008529323153197765,0.027193553745746613,0.008529323153197765,0.027193553745746613
0.012930063530802727,0.005176017060875893,0.00775403855368495,0.005176017060875893,0.00775403855368495,0.02393568679690361,0.007283527869731188,0.01665215566754341,0.007283527869731188,0.01665215566754341
0.012680932879447937,0.004910412710160017,0.00777052715420723,0.004910412710160017,0.00777052715420723,0.05210572108626366,0.008726483210921288,0.04337922856211662,0.008726483210921288,0.04337922856211662
0.012614337727427483,0.004905829671770334,0.007708513177931309,0.004905829671770334,0.007708513177931309,0.05455118790268898,0.009471210651099682,0.04507998377084732,0.009471210651099682,0.04507998377084732
0.012045119889080524,0.0047666169703006744,0.007278503850102425,0.0047666169703006744,0.007278503850102425,0.029543418437242508,0.007628791034221649,0.02191462367773056,0.007628791034221649,0.02191462367773056
0.011880351230502129,0.004633951932191849,0.007246402092278004,0.004633951932191849,0.007246402092278004,0.019370345398783684,0.0075486949644982815,0.011821649968624115,0.0075486949644982815,0.011821649968624115
0.011398476548492908,0.0043485406786203384,0.007049934007227421,0.0043485406786203384,0.007049934007227421,0.09813807904720306,0.025783691555261612,0.07235439121723175,0.025783691555261612,0.07235439121723175
0.011273538693785667,0.004392609931528568,0.006880932487547398,0.004392609931528568,0.006880932487547398,0.021885830909013748,0.007461083121597767,0.014424745924770832,0.007461083121597767,0.014424745924770832
0.010561877861618996,0.004009883385151625,0.0065519982017576694,0.004009883385151625,0.0065519982017576694,0.02070067636668682,0.008125086314976215,0.012575588189065456,0.008125086314976215,0.012575588189065456
0.01002667099237442,0.0038231282960623503,0.006203541532158852,0.0038231282960623503,0.006203541532158852,0.024736454710364342,0.007515138015151024,0.017221316695213318,0.007515138015151024,0.017221316695213318
0.009670639410614967,0.0036658027675002813,0.006004840135574341,0.0036658027675002813,0.006004840135574341,0.01919722743332386,0.0075762029737234116,0.011621019802987576,0.0075762029737234116,0.011621019802987576
0.009431151673197746,0.003465730231255293,0.0059654125943779945,0.003465730231255293,0.0059654125943779945,0.018002593889832497,0.007401585578918457,0.010601010173559189,0.007401585578918457,0.010601010173559189
0.009757503867149353,0.003513706848025322,0.006243798416107893,0.003513706848025322,0.006243798416107893,51527572.0,39210452.0,12317120.0,39210452.0,12317120.0
